frame_id,class_name,confidence,x1,y1,x2,y2
0,Car,0.98,579,278,669,385
0,Car,0.91,523,147,588,214
0,Car,0.88,549,54,591,90
0,Car,0.87,392,116,486,179
0,Car,0.85,291,557,389,706
0,Car,0.76,893,451,997,639
0,Car,0.74,190,664,364,743
0,Car,0.73,852,306,948,415
0,Car,0.70,1216,568,1273,601
0,Car,0.38,1887,487,1919,542
0,Car,0.35,1178,629,1219,643
0,Car,0.32,1208,621,1241,634
