frame_id,class_name,confidence,x1,y1,x2,y2
0,Car,0.96,578,279,670,386
0,Car,0.90,523,145,588,215
0,Car,0.90,548,54,593,90
0,Car,0.86,392,117,487,178
0,Car,0.77,188,624,391,744
0,Car,0.75,312,554,386,728
0,Car,0.71,19,555,391,727
0,Car,0.69,852,312,946,428
0,Car,0.63,624,312,670,388
0,Car,0.49,1215,569,1271,598
0,Car,0.43,1215,542,1228,553
0,Car,0.36,889,453,1025,628
0,Car,0.29,1221,621,1240,634
0,Car,0.26,1887,488,1919,539
